WORD,FAM,CONC,IMAG,MEANC,MEANP,AOA
harem,3.77,5.18,5.23,4.13,,
harm,5.36,2.44,3.62,,,3.06
harmony,5.34,3.72,4.23,4.49,,
harness,4.21,5.63,5.13,3.08,6.2,4.58
harp,4.3,5.91,6.21,,6,
harpoon,4.23,5.92,5.31,3.56,,
harpsichord,3.01,6.23,5.37,,,5.11
harsh,5.09,3.59,3.79,4.07,,
harvest,4.66,5.35,5.62,,,3.22
has,5.85,2.67,2.71,2.83,,
haste,4.09,3.03,4.16,,,4.34
hasty,4.94,2.9,3.8,4.46,,
hat,5.8,6.01,5.62,4.78,,
hatchet,4.67,6.07,5.27,3.97,,
hate,5.52,3.35,4.62,5.17,,2.78
hatred,5.44,2.39,4.17,,4.84,
haul,4.54,3.69,4.06,4.23,,4.56
have,5.97,2.51,2.71,3.31,,
havoc,4.62,3.38,5.05,,,4.69
hawk,5.04,6.23,5.91,4.67,,
hay,4.86,6.23,5.97,,,2.97
hazard,5.06,3.42,3.94,5.13,,
haze,4.84,5.09,5.21,4.23,,
he,6.04,3.99,4.52,4.48,,
head,6.11,6.03,5.93,5.05,,1.81
headquarters,4.29,5.25,4.99,,5.08,
headstrong,4.27,,3.93,,,
heal,5.36,4.17,4.38,4.65,,
health,5.77,3.72,4.32,5.03,6.39,4
heap,5.19,4.85,4.94,,,3.19
hear,6.02,3.94,4.25,4.61,,
hearing,5.76,3.69,4.01,,6.64,
heart,5.78,6.05,6.17,5.38,,2.81
heartless,5.29,3.04,3.73,4.74,,
heat,5.8,4.72,5.07,4.68,,2.78
heaven,5.36,3.05,4.48,,6.52,2.72
heavy,5.81,4.13,4.95,4.72,,
hectic,3.87,,3.9,,,
hedge,4.87,6.15,5.83,,,3.06
heel,5.24,5.79,5.97,4.08,,
height,5.9,3.76,4.72,,,2.94
heir,4.53,3.84,3.94,3.72,,
hell,5.64,3.55,5.19,4.87,,3.14
helmet,5.28,6.02,6.2,4.36,,
help,5.94,3.2,4.64,5.03,,2.22
helpful,5.42,,3.46,,,
hen,4.61,6.31,5.97,,,2.19
henchman,2.73,5.03,4.47,3.17,3.8,5.78
her,5.69,4.19,4.64,5.07,,
herb,5.14,5.58,5.02,4.45,,
herd,4.36,5.65,5.48,,,3.25
herdsman,3.56,5.43,5,,,4.58
here,5.99,2.85,2.78,3.03,,
heredity,5.07,3.3,3.83,,5.64,
heresy,3.34,2.7,3.29,,,6.28
hermit,4.07,5.08,5.37,3.95,,
hero,5.1,4.28,4.83,4.77,,3.61
heroin,5.14,6.38,5.51,5.23,,
heroism,4.38,2.83,4.32,,5.84,
herring,4.25,6.17,5.24,3.61,,3.97
hesitant,4.5,,3.68,,,
hesitate,5.45,,3.54,,,
hesitation,4.84,2.57,3.32,,,5.23
hexagon,3.87,5.59,5.27,3.9,,
hidden,5.23,,3.54,,,
hide,5.15,4.51,4.3,3.88,5.63,2.56
hierarchy,4.09,3.33,4.35,4.38,4.48,6.33
high,6.12,3.71,4.63,5.21,,
higher,5.74,3.24,4.64,5.18,,
highway,4.88,5.75,5.81,4.89,,4.36
hill,5.85,5.88,6.07,,,2.56
him,6.13,3.68,4.21,3.88,,
himself,5.69,2.85,3.17,3.65,,
hind,4.16,4.74,4.24,,,4.69
hindrance,3.4,3.29,3.47,,4.8,
hint,5.55,3.12,3.43,,3.72,4.08
his,6.14,3.2,3.37,4.23,,
history,5.64,3.28,4.05,,6.91,3.69
hive,3.86,5.83,5.54,,,3.19
hoarse,4.51,3.82,4.03,3.21,,
hobby,5.18,4.49,4.94,,,3.61
hockey,5.14,5.35,5.93,3.94,,
hoe,4.89,5.37,5.25,3.56,,
hog,5.28,5.81,5.27,4.52,,
hold,5.96,4.16,4.16,4.72,,2.67
hole,5.45,4.85,5.27,4.52,,
holiday,5.85,4.39,6.29,,,2.58
hollow,5.2,,4.78,,,
home,6.26,5.39,5.99,5.68,6.88,2.33
homicide,4.29,3.85,4.32,,6.24,
honest,6.07,,3.66,,,
honesty,5.78,2.78,3.86,4.9,,
honey,5.33,6.11,6.08,4.97,,2.86
honeycomb,4.05,5.62,5.93,,5.78,
honeymoon,5.41,5.15,5.63,5.37,,
honour,5.23,2.58,3.63,,5.08,4.39
hood,5.1,5.47,5.58,4.3,,
hoof,4.01,5.96,5.98,,6.32,3.06
hook,4.97,5.25,5.41,3.45,,
hop,4.32,4.94,5.54,,,2.89
hope,5.61,2.61,4.21,4.93,5.52,
horizontal,5.28,4.04,5.21,4.03,,
horn,4.98,6.18,5.66,4.23,,3.08
horror,5.01,3.41,5.45,,,3.72
horse,5.6,6.13,6.24,4.71,8.67,
horsehair,3.38,5.81,5.49,,6.2,
horseshoe,4.19,,,,,
hose,4.49,5.96,5.72,,,3.14
hospital,5.48,5.84,6.02,5.03,7.44,3.19
hostage,4.48,5.26,5.36,4.38,6.4,
hostile,4.93,,4.6,,,
hostility,4.72,2.77,4.37,,5.64,
hot,6.07,5.07,5.51,5.26,,
hotel,5.65,5.91,5.97,4.54,5.96,3.08
hound,4.33,5.83,5.96,,6,
hour,6.08,3.75,4.08,4.92,5.56,
house,6,6.08,6.06,5.06,6.83,
household,5.04,4.62,5.02,,,4.14
how,5.93,1.95,2.3,3.21,,
however,5.52,1.86,2.47,2.87,,
howl,4.47,4.34,5.36,,,2.69
howler,3.59,3.66,3.53,,,4.78
hue,4.04,3.88,3.99,4.02,,5.44
human,5.96,5.83,5.43,,,3.69
humane,5.08,3.32,3.83,4.52,,
humanity,5.26,3.81,4.42,4.98,,
humankind,3.51,4.26,4.26,,,5.14
humble,5.19,2.31,3.77,4.52,,
humiliation,5.01,3.38,3.52,4.2,,
humming,5.09,,4.53,,,
humorous,5.5,,4.41,,,
humour,5.55,3.09,4.62,,5.72,4.17
hump,4.39,5.07,5.15,4.33,,3.69
hunger,5.84,4.1,5.26,5.06,,2.75
hungry,5.91,4.39,5.03,4.9,,
hunt,5.23,4.16,5.27,4.57,,
hunter,4.28,5.35,5.64,,,3.42
hurdle,4.37,5.72,6,,5.92,
hurled,3.79,,4.41,,,
hurricane,4.71,5.76,6.08,4.93,7.04,
hurt,5.79,3.68,4.65,5.3,,2.19
husband,5.57,5.49,5.37,4.92,,
hush,4.15,3.96,4.67,,,2.46
hut,4.86,5.89,5.6,4.15,,
huzza,1.31,3.49,1.56,,,6.67
hybrid,3.58,3.44,3.7,3.03,,
hygiene,4.93,3.49,4.59,,,4.81
hymn,4.34,5.02,4.31,4,,
hypnotic,4.67,3.2,3.67,3.45,,
hypothesis,4.59,2.61,3.15,,5.36,6.44
hyssop,0.81,,2.12,,,
i,6.28,4.83,4.65,5.06,,
ice,5.64,6.21,6.35,,,2.61
iceberg,4.06,,,,,
icicle,4.85,5.69,5.26,3.53,,
idea,5.85,2.59,3.19,4.95,4.88,
ideal,5.21,2.53,3.31,4.12,,4.61
idealistic,4.94,,3.66,,,
identification,4.51,2.85,3.45,,,5.28
idiom,4.2,3.6,3.41,,4.6,
idle,4.97,3.18,4.44,4.12,,
idleness,4.14,2.42,3.32,,,5.03
if,6.07,2.04,2.28,2.78,,
ignition,4.83,4.38,4.66,3.82,,5
ignorance,5.58,2.49,3.86,,4,
ignore,5.14,3.2,4,4,,
illiteracy,4.13,2.52,3.48,,,5.78
illusion,4.64,2.49,3.96,,4.67,5.42
imagination,5.7,2.74,4.07,4.8,,4.08
imaginative,4.98,,3.83,,,
imitate,5.04,3.48,4.36,4.48,,
imitator,3.83,4.19,3.83,,,5.03
immature,5.58,,4.39,,,
immense,4.72,,4.36,,,
immensity,3.88,2.62,4.02,,,5.67
immortality,4.24,2.09,3.48,,,5.92
immunity,4.31,2.93,3.67,,5.76,5.89
impact,4.64,3.79,4.56,,5.71,
impartial,4.51,3.09,3.05,4,,
impatience,5.3,2.57,4.13,,,4.25
impediment,3.64,3.58,3.48,,,6.19
imperfection,4.14,2.82,3.91,,,5.31
impersonation,4.14,3.31,3.75,,,5.22
impetuous,3.56,,3.29,,,
impetus,3.53,2.78,2.72,,,6.44
import,5.11,3.2,3.61,4.02,,
importance,5.75,2.44,3.47,,,4.06
important,6.24,,3.41,,,
impossibility,5.47,2.9,3.47,4.28,,
impossible,5.65,1.98,3.02,,,3.58
impotency,3.97,3.28,4.03,4.2,3.16,
impression,5.54,2.88,3.13,,,4.86
imprint,4.39,4.21,3.32,,,5.42
impropriety,2.69,2.59,2.8,2.98,3.75,
improve,5.78,,3.07,,,
improvement,5.64,3.26,3.32,,,4.42
impudent,3.74,,3.34,,,
impulse,4.74,2.71,3.96,,4.96,
impulsive,4.89,,3.76,,,
impunity,2.54,2.42,1.83,,,6.64
in,6.16,2.78,3.34,4.13,,
inaccurate,4.97,,2.9,,,
inaction,3.27,2.97,2.7,,,5.89
inadequate,4.97,2.74,3.56,4.37,,
inanimate,4.11,3.38,3.48,4,,
inanity,1.37,2.89,2.5,,2.16,
inauguration,3.11,3.05,3.24,,,6.39
incantation,2.57,3.46,3.18,,,6.56
incapable,4.85,3.17,3.37,4.24,,
incense,5.04,4.99,5.55,3.52,,
inch,5.83,4.51,4.97,4.44,,
incident,4.97,3.4,3.44,,4.16,4.58
incise,3.45,3.39,3.71,2.8,,
inclemency,1.72,2.98,3.44,,4.32,
incline,4.67,3.76,4.29,,,5
income,5.21,4.29,4.75,,,5.06
incompetent,5.03,2.48,3.59,4.16,,
incongruity,3.06,2.07,2.1,,,6.72
incorrect,5.64,,3.56,,,
increase,5.9,3.15,3.56,,,4.19
incredulity,3.51,2.37,2.97,,,6.56
increment,2.62,3.22,3.13,,3.72,
incursion,2.77,2.75,1.64,,,6.64
indecisive,4.38,,3.27,,,
independence,5.43,2.42,4.4,,,5.22
independent,5.23,,3.61,,,
indian,5.46,6.22,5.8,5.24,,
indication,5,2.82,3.4,,,4.81
indifferent,5.02,2.53,2.9,3.87,,
indigenous,3.3,2.75,2.64,,,6.58
indiscretion,3.84,2.5,3.05,,,6.31
individual,5.86,4.74,4.4,,,4.54
indolence,2.83,2.11,2.27,,,6.51
induce,4.48,,3,,,
inducement,3.23,2.88,3.36,,3.68,
indulgent,4.13,2.72,3.17,3.67,,
industrious,4.58,,4.04,,,
industry,5.59,4.79,4.99,,6,4.92
inebriety,1.64,3.53,3.83,,3.2,
inefficiency,4.65,2.25,3.16,,,5.6
inexperience,4.73,2.47,3.05,,,5.36
infallibility,3.32,2.25,2.75,,,6.39
infant,5.13,5.79,6,,7.2,
infantile,4.07,,4.22,,,
infantry,3.51,5.3,4.83,,,4.75
infection,4.71,4.68,4.87,,6.12,
inferior,5.47,3.11,3.79,4.87,,
inferno,4.01,4.87,5.72,,,5.25
infinite,5.14,2.67,4.01,4.66,,
infinity,4.85,2.04,4.69,,,5.75
infirmary,4.37,5.57,5.46,,6.65,
influence,5.39,2.8,2.7,,,5.42
information,5.9,3.88,3.64,,,3.97
infringement,3.61,2.62,2.78,,,6.33
ingratitude,3.66,2.5,3.36,,4,
inhabitant,4.69,5.08,4.31,,5.33,4.69
inhale,5.16,4.17,4.61,4.02,,
inhibition,4.76,2.62,3.83,,,6.17
initiation,3.89,2.72,3.7,,,5.97
initiative,4.8,,2.98,,,
injury,5.68,4.97,5.51,,7.32,
ink,5.42,6.08,5.89,4.15,6.96,
inn,4.4,5.92,5.78,,6.61,3.44
innate,4.51,3.08,3.01,2.9,,
innocence,5.22,2.47,3.83,,,4.78
inoculation,3.64,4.7,5.13,,,5.31
inquiry,4.85,3.58,3.21,,,4.83
inquisitive,4.13,,3.54,,,
insect,5.42,5.93,5.86,4.97,6.32,2.83
insecure,5.01,,3.73,,,
inside,6.11,,3.71,,,
insight,4.62,2.7,3.29,,,5.46
insincere,4.79,,3.37,,,
insistence,4.11,2.62,3.24,,,5.56
insolence,4.12,2.48,4.07,,4.76,5.11
insolent,3.88,3.11,3.57,3.67,,
inspired,4.83,,3.48,,,
instance,5.01,2.84,2.5,,4.04,4.71
instinct,5.28,3.11,3.58,,,4.89
institute,5.05,4.99,4.85,4.45,4.92,
institution,4.92,4.42,4.49,5.2,,5.53
instruction,5.52,,,,,
instructor,5.31,5.58,5.51,,6.29,
instrument,5.53,5.43,5.21,5.28,6.72,
insufficiency,3.85,2.57,2.53,,,5.89
insult,5.52,3.75,4.77,4.9,,
insurance,4.84,3.15,3.65,,,5.08
integer,4.5,,,,,
integrity,4.81,2.47,3.79,4.21,,
intellect,5.07,2.54,3.36,,5.56,
intelligence,5.7,2.75,3.83,,,4.58
intemperance,2.36,2.48,2.62,,,6.51
intense,4.9,3.61,3.4,4.32,,
intention,5.25,2.85,2.86,,,4.81
interest,5.72,3.05,3.59,4.27,5.52,4.11
interesting,5.68,,3.59,,,
interim,3.09,3.1,2.61,,4.08,
interior,4.56,4.34,4.24,,,4.81
intermission,3.86,3.33,4.02,,,5.22
interposition,3.02,2.57,2.02,,,6.42
interruption,5.46,3.38,3.59,,,4.42
interview,5.2,4.2,4.99,,4.88,4.94
intimate,5.08,2.81,4.95,4.74,5.13,
intimation,3.71,3.11,3.45,,,6.08
into,5.84,3.06,2.59,2.58,,
intoxication,3.78,3.73,5.7,,,5.97
introduction,5.66,3.41,3.56,,,4.81
introductory,4.74,,2.81,,,
invader,4.02,4.85,4.19,,,4.39
invention,4.89,3.88,4.08,,,4.06
investigation,5.01,3.51,3.97,,5.8,4.86
invitation,5.57,4.39,5.13,,,3.61
invoice,4.34,5.38,5.1,,6.28,
involved,5.86,,3.63,,,
iodine,3.96,5.76,5.08,,,5.58
ion,3.8,,3.48,,,
iota,3.39,2.75,3.22,3.16,,
iris,4.93,5.89,6.06,4.39,,
iron,5.55,5.84,5.61,3.88,6.12,2.81
irony,4.58,2.43,2.93,,5.24,6.06
irregularity,4.31,2.7,3.53,,,5.64
irresistible,5.54,,4.41,,,
irrigation,3.99,4.52,4.56,,,5.64
irritable,5.01,,3.78,,,
irritation,4.7,3.05,4.48,,,5.08
is,6.27,2.23,2.3,3.18,,
island,5.07,5.96,6.43,,,2.89
islander,4.29,5.26,4.97,4.13,5.48,
isle,4.71,5.3,5.2,3.95,,
issue,5.25,3.38,3.15,,,4.72
it,6.25,2.71,2.65,3.63,,
itch,5.26,4.88,4.86,4.42,,
item,5.45,4.36,3.69,3.98,4.96,4.06
its,5.47,2.09,2.29,2.79,,
ivory,5.12,5.71,5.29,3.75,,
ivy,4.79,5.67,5.51,3.97,,
jack,4.72,5.52,4.6,3.4,,4.14
jacket,5.96,6.35,6.11,5.64,,
jade,3.59,5.7,4.59,,,5.72
jagged,4.7,4.44,5.12,4.28,,
jail,5.39,5.9,6.08,5.06,7.38,
jam,5.29,5.63,5.69,4.48,,
jamb,2.43,3.26,2.76,2.05,,
jangle,3.78,3.73,3.92,2.9,,
janitor,4.63,5.32,5.08,,,3.81
jar,5.64,5.95,5.71,4.26,,2.42
jargon,4.13,3.52,3.86,3.84,,
jaw,5.29,6.17,5.73,4.18,,3.61
jealous,5.19,,4.46,,,
jealousy,5,2.5,4.75,,4.88,
jeep,5.64,6.22,6.59,4.77,,
jeer,3.78,3.38,4.3,,,4.86
jelly,5.21,5.6,5.9,3.93,6,
jeopardy,3.52,2.66,3.44,,3.48,
jerid,1.36,2.52,2.28,1.68,,
jerk,4.52,4.41,4.79,4.68,,4
jersey,5.59,6.21,5.72,,,3.06
jet,5.83,5.8,5.85,5.13,,
jewel,5.19,5.94,6.21,5.02,,2.92
jib,2.45,,,,,
jibe,2.15,3.37,3.14,2.51,,
jingle,4.09,4.37,4.97,,,3.86
jitterbug,4.4,4.72,4.73,3.41,,
job,5.78,4.32,4.7,5.03,,
jobber,2.3,4.49,2.26,,,6.39
jockey,4.43,5.57,6.06,3.84,,
jog,5.31,4.64,5.04,4.32,,
join,5.44,2.92,3.4,4.64,,
joint,5.27,,,,,
joke,5.8,3.88,4.83,4.84,5.92,2.89
jolt,4.24,4.24,4.26,,,4.31
journal,4.86,5.63,5.09,4.23,5.88,4.47
joviality,2.5,2.75,5.13,,5.2,
joy,5.45,3,5.33,5.67,6.52,3.42
joyful,5.38,,4.73,,,
jubilant,4.28,3.45,4.7,4.81,,
judge,5.39,5.06,5.58,4.6,7.04,
judgement,5.06,2.6,3.33,,,4.97
judicious,3.84,,3.24,,,
jug,4.98,,,,,
juggler,4.25,5.47,5.53,3.49,5.84,
juice,5.67,5.99,5.93,4.1,,2.5
jump,5.51,4.49,5.06,4.66,,2.22
junction,4.89,4.77,5.02,4.19,,
jungle,4.39,,5.55,,,
junior,4.7,3.84,3.91,,,3.56
jupon,1.11,2.38,2.4,1.41,,
jury,4.98,5.4,5.8,,6.88,
just,5.4,2.57,2.21,2.81,,
justice,5.22,3.07,3.79,4.6,6.6,5
justification,4.11,2.19,3.26,,,6.03
justify,5.26,2.89,3.36,4,,
kabob,3.37,5.36,4.3,3,,
kale,2.56,5.58,3.91,,,5.75
keel,3.37,5.15,4.51,,,5
keen,4.49,3.36,3.35,3.72,,
keep,5.84,3.39,2.84,3.27,,
keeper,4.64,4.59,4.21,,,3.92
keg,3,5.86,6.06,,4.84,
kennel,4.49,6.11,5.8,,,3.22
kept,5.31,2.64,3,3.7,,
kerchief,4.39,5.83,5.15,,6.48,
kernel,4.77,5.59,5.42,3.68,,
kerosene,4.18,5.97,5.48,3.64,6.04,
kettle,5.51,6.02,5.94,4.5,7.44,2.74
kevel,1.12,2.97,2.31,1.97,,
key,6.03,6.12,6.18,4.3,,
kick,5.63,4.85,5.51,,,2.28
kid,5.59,5.36,5.25,4.97,,
kill,5.49,3.86,4.81,5.37,,
kilt,4.85,6.09,6.22,,,3
kind,5.75,3.23,3.83,4.61,,
kindle,4.57,3.86,4.15,3.38,,
kindness,5.6,2.61,4.38,,4.84,3.28
kine,0.82,4.32,2.64,,2.88,
king,5.22,5.59,5.85,4.95,7.5,
kingdom,5.13,3.92,4.94,4.72,,
kink,3.56,4.21,4.8,,,5.23
kinsman,3.09,,4.36,,,
kiss,5.92,5.64,6.33,5.13,6.68,
kite,4.81,5.92,6.24,4.08,,
kitten,5.17,6.12,6.39,4.47,,2.19
knee,5.99,5.93,5.97,,,2.31
knew,5.57,2.91,2.67,3.05,,
knife,5.73,6.12,6.33,4.66,,
knight,5.05,5.79,6.08,4.38,,
knitting,5.01,5.83,5.78,,,2.86
knob,5.34,5.86,5.54,4.26,,
knocker,3.52,,,,,
knoll,3.74,4.86,4.44,3.23,,
know,6.05,2.74,2.78,4.39,,
knowledge,5.75,2.78,3.48,5.08,6.36,4.77
known,5.45,2.26,3.1,3.53,,
knuckle,4.91,5.86,5.2,3.37,,3.56
ku-klux,3.6,,,,,
labour,5.59,4.06,4.24,,,5.06
labyrinth,3.13,5.15,4.53,3.18,4.8,
lace,4.68,5.45,5.06,4.02,,
lack,5.32,3.11,3.02,3.6,,
lad,4.9,5.48,5.34,4.27,5.76,3.06
ladder,5.07,,,,,
lady,5.73,5.64,5.71,5.58,,2.31
lagan,1.11,2.46,1.9,1.35,,
laid,5.07,3.5,4.93,4.27,,
lain,3.42,3.31,3.28,2.49,,
lair,3.65,4.75,4.54,3.3,,
lake,5.83,5.85,6.16,4.97,9.22,
lamb,5.19,6.33,6.14,4.45,,1.86
lament,3.9,3.2,3.53,3.27,,
lamp,5.78,6.15,5.75,4.42,,2.83
lancer,3.57,5.04,4.13,2.84,,
land,5.74,6.04,5.66,5.08,,2.86
landscape,5.03,5.42,6.08,,7.12,
lane,5.25,5.37,5.43,4.16,,2.61
lantern,4.41,6.3,5.75,4.48,,
lap,5.05,5.4,5.31,3.92,,2.63
lapel,3.62,,,,,
larch,4.06,6.23,5.08,,,4.06
lard,4.58,5.17,4.91,3.57,,
large,6.34,,4.49,,,
lark,4.36,5.78,5.73,3.79,5.84,
larkspur,2.09,4.82,2.63,,,6.22
last,5.87,2.99,3.67,4.7,,
latch,4.32,5.78,4.64,,,3.86
late,5.84,2.62,3.87,4.23,,
lateral,3.82,,,,,
latest,5.78,,2.88,,,
lathe,2.95,4.81,3.56,2.46,,
latter,4.44,2.8,2.56,,,5.36
laud,2.87,2.94,2.88,2.46,,
laugh,5.94,4.33,5.28,5.28,,
laughter,5.7,4.11,6.13,,,3.22
launder,3.48,,4.32,,,
laundry,5.02,5.76,5.59,,,3.67
law,5.62,3.49,4.09,4.55,6.32,3.83
lawful,5,,3.07,,,
lawn,5.34,5.88,6.08,4.6,7.28,
lawyer,5.2,5.69,5.57,4.57,,4.81
lax,3.96,3.15,3.63,3.41,,
lay,5.66,,4.26,,,
lazy,5.59,3.54,4.64,4.39,,
lead,5.26,5.43,4.88,4,,4
leader,5.59,4.87,5.02,,6.16,3.53
leaf,5.56,5.93,6.08,4.37,,
leaflet,4.33,5.7,5.34,,4.92,
leak,5.14,4.72,5.45,,,3.36
leal,1.29,2.66,2.8,1.88,,
lean,5.49,3.95,4.72,4.77,,
leap,5.39,3.89,4.94,5.1,,
learn,5.52,3.7,3.61,4.33,,
learning,5.65,3.03,3.7,,,3.22
lease,5.04,3.71,4.26,3.77,,
least,5.29,2.75,3.02,3.13,,
leather,5.71,5.75,5.86,4.34,,
lecture,6.24,4.51,5.64,,5.72,5.36
lecturer,5.74,5.61,5.51,,5.88,
led,5.26,3.7,3.94,3.56,,
leek,4.31,6.21,5.4,,,3.89
lees,2.32,3.06,2.71,2.03,,
left,5.92,3.41,3.83,3.15,,
leg,5.89,6.26,6.01,5.03,,
legality,4.58,3.02,3.1,4.21,,5.72
legendary,4.66,2.72,4.13,4.02,,
leghorn,2.23,4.72,2.62,,,6.25
legislation,4.66,3.97,3.67,,5.92,
legitimate,4.87,2.65,3.21,4.2,,
legume,2.58,,4.73,,,
lemon,5.18,6.08,6.32,4.7,7.72,2.8
lemonade,5.22,6.15,6.06,4.58,7.13,
lend,5.66,,3.27,,,
length,5.91,3.65,3.95,,5.84,3.22
lenient,4.73,2.85,3.75,4.07,,
lens,5.19,5.73,5.56,3.85,,4.75
leopard,4.31,5.95,6.35,,6.83,
less,5.41,2.66,2.86,3.05,,
lessen,4.57,2.87,2.51,3.58,,
lesson,5.59,4.04,4.46,4.89,,2.72
letter,6.1,5.77,5.95,4.33,5.96,2.56
lettuce,5.65,5.79,6.08,4.23,,
level,5.04,4.22,3.85,4.03,,
lever,5.18,5.72,5.15,4.11,,
levity,3.14,2.97,3.21,,,6.31
lewd,2.9,,3.24,,,
liar,5.34,4.09,4.25,4.28,,3.08
liberty,4.67,3.02,3.92,4.57,,5.28
library,5.8,5.64,5.87,4.53,6.4,
lice,3.97,5.43,5.32,3.86,6.56,
lichen,3.65,5.47,4.04,2.92,,
lie,5.48,3.57,3.85,4.47,,2.5
lien,2.04,3.32,3.17,1.71,,
lieutenant,4.36,5.6,5.12,4.63,,4.61
life,5.98,3.61,4.82,5.33,6.78,
lift,5.55,4.61,4.82,4.15,,3.11
light,5.75,5.5,5.42,5.33,,
lighter,5.38,4,4.58,4,,
lighthouse,4.1,,,,,
lightning,4.65,5.25,5.99,,,3.31
like,6.1,2.86,3.52,5.16,,
likeable,5.42,,3.83,,,
liken,3.85,3.22,3.22,3,,
lily,4.37,6.09,5.41,4.17,,3.17
limb,5.26,5.9,5.8,4.56,6.8,
lime,4.47,5.9,5.63,4,7.12,3.78
limelight,3.84,3.79,4.8,3.7,4.72,
limited,5.11,,2.81,,,
limn,1.23,2.75,2.06,1.27,,
limousine,5.05,6.24,5.95,5.05,,
limp,4.94,4.81,5.12,4,,
line,5.91,4.77,4.91,4.63,,2.75
linen,5.15,5.81,5.51,4.15,,3.86
link,4.74,4.88,4.81,,5.2,
links,4.68,4.54,4.54,3.24,,
lint,4.79,5.37,5.13,3.1,,
lion,5.11,6.27,6.26,4.98,,2.44
lip,5.68,5.9,6.19,,5.32,
liquid,5.78,5.55,5.89,,,3.43
liquor,5.79,6.3,5.76,5.38,,
lire,2.61,4.49,3.26,2.61,,
lisp,4.09,4.29,4.64,,,4.86
listen,5.43,4.08,3.78,4.33,,
listless,3.58,,3.59,,,
liter,4.62,4.82,4.12,3.71,,
literal,4.68,2.95,2.61,3.06,,
literature,5.29,4.62,4.87,5.2,,4.94
little,5.94,3.78,5.02,5.46,,
littoral,1.65,2.73,2.24,1.63,,
live,6.08,4.36,4.46,5.22,,
lively,5.82,,4.29,,,
liver,4.81,6.17,5.71,3.87,,3.53
lizard,4.83,5.88,6.32,4.03,,
load,5.62,4.39,4.61,4.52,,
loafer,4.79,4.17,4.56,4.23,,
loan,5.35,3.72,4.3,3.95,,4.28
lobby,4.2,5.32,4.62,,,4.06
lobster,4.72,5.9,6.3,4.07,6.84,
lock,5.88,5.65,5.32,,,3.28
locker,5.38,5.86,5.69,4.03,6.44,
locomotive,4.05,,,,,
lode,2.7,3.42,3.63,2.8,,
lodge,4.29,5.38,4.64,,,4.56
log,4.66,,,,,
logic,5.04,2.5,2.94,,,5.5
logical,5.39,,2.95,,,
logos,1.4,2.99,2.88,1.87,,
lone,4.64,3.25,4.57,3.77,,
lonely,5.81,,4.43,,,
long,5.79,3.81,4.71,4.92,,
look,6.07,3.76,3.95,4.32,,2.25
loon,3.03,4.81,3.48,2.75,,
loop,4.94,4.9,4.92,3.97,,
loose,5.94,,3.97,,,
loot,4.7,5.42,5.79,4.48,,
loquacity,1.44,3.26,3.21,2.19,3.92,
lord,5.18,4.09,4.82,5.25,6.68,3.42
lorry,1.98,4.2,3.83,2.36,,
lose,5.34,2.99,3.73,3.9,,
loss,5.58,3.13,4.09,4.63,,3.31
lotion,4.79,5.34,4.97,3.88,,
loud,5.77,4.13,4.48,4.79,,
love,6.19,3.11,5.69,5.48,6.44,3.03
lovely,5.23,3.18,4.91,5.05,,
loving,5.73,,4.97,,,
low,5.8,3.22,3.78,4.27,,
lowland,3.81,4.97,4.53,,,4.47
loyalty,4.91,2.61,4.11,,5.72,4.97
lubricant,4.54,5.2,5.15,,5.44,
luck,5.87,2.75,3.99,,,2.92
lumber,4.65,5.6,5.3,4.47,,5.19
lump,5.01,5.42,5.46,,5.44,
lunch,6.16,5.52,6.02,4.85,,2.75
lune,1.6,3.28,2.52,2.02,,
lung,5.46,5.69,5.76,4.35,,
lunge,3.94,3.76,4.59,,,5.08
lure,4.51,4.22,3.89,3.58,,
lust,4.72,3.24,4.44,4.68,,
lute,2.87,5.09,4.29,3.16,,
luxury,5.06,3.46,5.07,,,4.72
lye,4.14,5.15,3.72,3.18,,
lymph,3.3,5.01,3.83,,,6.75
lynx,3.01,5.68,4.61,2.93,,5.11
lyre,2.88,5.38,4.26,2.85,,
macaroni,4.98,6.31,6.08,4.59,6,3.81
machine,5.49,5.78,5.75,,5.88,
machinery,5.28,5.45,5.26,,,4.09
mackerel,3.98,6.36,5.4,,,4.36
mad,5.9,3.08,4.79,5.69,,
madame,4.14,,5.04,,,
made,5.79,3.27,3.51,3.83,,
madman,4.07,4.7,5.45,,,4.17
madness,4.73,2.89,4.22,,5.16,
magazine,5.85,5.88,5.88,4.93,6.52,3.53
magic,4.81,2.57,4.58,,,2.81
magician,5.28,5.6,5.69,4.12,,
magnate,2.71,4.13,3.79,2.67,,
magnesium,3.72,5.47,3.91,,,6.25
magnet,5.26,5.5,5.43,3.65,,
magnitude,4.31,3.33,3.03,,5.68,
mahogany,4.51,5.13,5,3.33,,
maiden,3.74,5.45,5.54,,5.04,4.29
mail,5.54,5.08,5.48,4.3,,
main,5.74,3.24,3.09,3.61,,3.64
mainly,5.83,,2.37,,,
maize,3.34,4.53,4.2,2.74,,
majestic,3.91,,4.46,,,
major,5.58,,3.95,,,
majority,5.46,3.38,3.9,,5.48,5.31
make,6.18,2.99,3.22,4.74,,
maker,4.87,4.26,3.79,,5,3.58
malady,2.87,3.79,3.7,,6,
malaria,3.56,5.06,4.84,,6.64,
male,5.88,5.64,5.87,5.33,,3.83
